id,indices,key,state
CTB_40000000010_@3@5@air,42450#524503#1005476,CTB,air
CTR_40000000010_@3@5@air,41964#518501#993971,CTR,air
CV1_40000000010_@3@5@air,23375#288820#553671,CV1,air
VRY_40000000010_@3@5@air,23600#291600#559001,VRY,air
SMG_40000000010_@3@5@air,39058#482591#925132,SMG,air
AC1_40000000010_@3@5@water,41346#284208#505526#766995#996147,AC1,water
GYR_40000000010_@3@5@water,44974#309147#549885#834297#1083556,GYR,water
CTB_40000000010_@3@5@water,103119#708839#1260825#1912951#2484476,CTB,water
CTR_40000000010_@3@5@water,102277#703051#1250530#1897331#2464190,CTR,water
CV1_40000000010_@3@5@water,57001#391820#696938#1057408#1373327,CV1,water
VRY_40000000010_@3@5@water,57518#395373#703257#1066996#1385778,VRY,water
PRS_40000000010_@3@5@water,2111#14511#25811#39161#50861,PRS,water
SMG_40000000010_@3@5@water,94834#651887#1159523#1759253#2284859,SMG,water
WTF_40000000010_@3@5@water,2111#14511#25811#39161#50861,WTF,water
AC1_40000001000_@1@1@air,27607#204520#398197,AC1,air
GYR_40000001000_@1@1@air,30253#224120#436357,GYR,air
CTB_40000001000_@1@1@air,69448#514489#1001701,CTB,air
CTR_40000001000_@1@1@air,68890#510354#993651,CTR,air
CV1_40000001000_@1@1@air,38207#283041#551076,CV1,air
VRY_40000001000_@1@1@air,38700#286700#558200,VRY,air
SMG_40000001000_@1@1@air,65274#483562#941486,SMG,air
AC1_40000001000_@1@1@water,14177#273617#489002#741589#971659,AC1,water
GYR_40000001000_@1@1@water,15397#297179#531111#805450#1055332,GYR,water
CTB_40000001000_@1@1@water,35352#682331#1219446#1849335#2423071,CTB,water
CTR_40000001000_@1@1@water,35092#677314#1210479#1835735#2405252,CTR,water
CV1_40000001000_@1@1@water,19149#376977#674042#1022417#1339737,CV1,water
VRY_40000001000_@1@1@water,19361#381156#681513#1033751#1354588,VRY,water
PRS_40000001000_@1@1@water,724#13975#24974#37874#49624,PRS,water
SMG_40000001000_@1@1@water,33220#641172#1145887#1737780#2276907,SMG,water
WTF_40000001000_@1@1@water,724#13975#24974#37874#49624,WTF,water
AC1_40000001000_@1@2@air,47546#222073#376633,AC1,air
GYR_40000001000_@1@2@air,51684#241400#409411,GYR,air
CTB_40000001000_@1@2@air,118750#554644#940671,CTB,air
CTR_40000001000_@1@2@air,117877#550568#933757,CTR,air
CV1_40000001000_@1@2@air,65487#305867#518746,CV1,air
VRY_40000001000_@1@2@air,66200#309200#524400,VRY,air
SMG_40000001000_@1@2@air,111587#521187#883928,SMG,air
AC1_40000001000_@1@2@water,30849#280262#550214#791801#1074468,AC1,water
GYR_40000001000_@1@2@water,33553#304820#598427#861185#1168621,GYR,water
CTB_40000001000_@1@2@water,77003#699565#1373398#1976429#2682000,CTB,water
CTR_40000001000_@1@2@water,76353#693665#1361814#1959758#2659378,CTR,water
CV1_40000001000_@1@2@water,42566#386709#759192#1092538#1482566,CV1,water
VRY_40000001000_@1@2@water,42972#390394#766427#1102949#1496694,VRY,water
PRS_40000001000_@1@2@water,1577#14328#28127#40477#54927,PRS,water
SMG_40000001000_@1@2@water,72398#657728#1291262#1858229#2521603,SMG,water
WTF_40000001000_@1@2@water,1577#14327#28127#40477#54927,WTF,water
AC1_40000001000_@1@3@air,28964#196386#378610,AC1,air
GYR_40000001000_@1@3@air,31081#212575#410116,GYR,air
CTB_40000001000_@1@3@air,71250#487320#940176,CTB,air
CTR_40000001000_@1@3@air,70782#484119#934000,CTR,air
CV1_40000001000_@1@3@air,39590#270779#522407,CV1,air
VRY_40000001000_@1@3@air,39900#272900#526501,VRY,air
SMG_40000001000_@1@3@air,67216#459727#886941,SMG,air
AC1_40000001000_@1@3@water,22525#270084#479482#730955#976556,AC1,water
GYR_40000001000_@1@3@water,24473#293431#520930#794140#1060973,GYR,water
CTB_40000001000_@1@3@water,56187#673698#1196020#1823294#2435924,CTB,water
CTR_40000001000_@1@3@water,55683#667664#1185308#1806965#2414108,CTR,water
CV1_40000001000_@1@3@water,31030#372052#660507#1006921#1345248,CV1,water
VRY_40000001000_@1@3@water,31381#376261#667978#1018311#1360465,VRY,water
PRS_40000001000_@1@3@water,1151#13801#24501#37351#49901,PRS,water
SMG_40000001000_@1@3@water,52804#633138#1124013#1713522#2289268,SMG,water
WTF_40000001000_@1@3@water,1151#13801#24501#37351#49901,WTF,water
AC1_40000001000_@1@4@air,45715#263166#410429,AC1,air
GYR_40000001000_@1@4@air,49733#286296#446503,GYR,air
CTB_40000001000_@1@4@air,114154#657147#1024876,CTB,air
CTR_40000001000_@1@4@air,113553#653686#1019480,CTR,air
CV1_40000001000_@1@4@air,62666#362796#566053,CV1,air
VRY_40000001000_@1@4@air,63700#366700#571900,VRY,air
SMG_40000001000_@1@4@air,107293#617650#963278,SMG,air
AC1_40000001000_@1@4@water,22012#285408#499845#709387#972782,AC1,water
GYR_40000001000_@1@4@water,23958#310640#544035#772102#1058783,GYR,water
CTB_40000001000_@1@4@water,54989#712987#1248681#1772144#2430143,CTB,water
CTR_40000001000_@1@4@water,54518#706882#1237988#1756969#2409333,CTR,water
CV1_40000001000_@1@4@water,30366#393731#689556#978627#1341992,CV1,water
VRY_40000001000_@1@4@water,30676#397740#696576#988590#1355654,VRY,water
PRS_40000001000_@1@4@water,1124#14574#25524#36224#49675,PRS,water
SMG_40000001000_@1@4@water,51678#670055#1173493#1665437#2283814,SMG,water
WTF_40000001000_@1@4@water,1126#14592#25556#36269#49735,WTF,water
AC1_40000001000_@1@5@air,11785#171061#356907,AC1,air
GYR_40000001000_@1@5@air,12828#186197#388487,GYR,air
CTB_40000001000_@1@5@air,29370#426296#889437,CTB,air
CTR_40000001000_@1@5@air,29173#423450#883498,CTR,air
CV1_40000001000_@1@5@air,16251#235875#492136,CV1,air
VRY_40000001000_@1@5@air,16500#239500#499700,VRY,air
SMG_40000001000_@1@5@air,27698#402038#838824,SMG,air
AC1_40000001000_@1@5@water,27719#276154#494267#755416#976464,AC1,water
GYR_40000001000_@1@5@water,30193#300795#538371#822823#1063595,GYR,water
CTB_40000001000_@1@5@water,69163#689038#1233260#1884861#2436404,CTB,water
CTR_40000001000_@1@5@water,68600#683426#1223214#1869507#2416557,CTR,water
CV1_40000001000_@1@5@water,37781#380245#680913#1040906#1345619,CV1,water
VRY_40000001000_@1@5@water,38178#384249#688082#1051865#1359785,VRY,water
PRS_40000001000_@1@5@water,1417#14117#25268#38618#49917,PRS,water
SMG_40000001000_@1@5@water,64302#647176#1158911#1771617#2290236,SMG,water
WTF_40000001000_@1@5@water,1417#14117#25268#38618#49917,WTF,water
AC1_40000001000_@2@1@air,16025#179861#374381,AC1,air
GYR_40000001000_@2@1@air,17407#195379#406681,GYR,air
CTB_40000001000_@2@1@air,39931#448191#932910,CTB,air
CTR_40000001000_@2@1@air,39638#444906#926072,CTR,air
CV1_40000001000_@2@1@air,21628#247146#514899,CV1,air
VRY_40000001000_@2@1@air,22300#250300#521000,VRY,air
SMG_40000001000_@2@1@air,37608#422114#878631,SMG,air
AC1_40000001000_@2@1@water,20445#259359#505128#750896#1016247,AC1,water
GYR_40000001000_@2@1@water,22245#282196#549604#817012#1105727,GYR,water
CTB_40000001000_@2@1@water,50978#646688#1259488#1872288#2533917,CTB,water
CTR_40000001000_@2@1@water,50589#641757#1249884#1858011#2514595,CTR,water
CV1_40000001000_@2@1@water,28170#357358#695989#1034620#1400234,CV1,water
VRY_40000001000_@2@1@water,28444#360828#702748#1044668#1413832,VRY,water
PRS_40000001000_@2@1@water,1044#13244#25794#38344#51894,PRS,water
SMG_40000001000_@2@1@water,47921#607906#1183956#1760006#2381957,SMG,water
WTF_40000001000_@2@1@water,1044#13244#25794#38344#51894,WTF,water
AC1_40000001000_@2@2@air,17484#195183#371592,AC1,air
GYR_40000001000_@2@2@air,19057#212742#405021,GYR,air
CTB_40000001000_@2@2@air,43716#488037#929134,CTB,air
CTR_40000001000_@2@2@air,43368#484153#921739,CTR,air
CV1_40000001000_@2@2@air,23756#269597#513653,CV1,air
VRY_40000001000_@2@2@air,24400#272400#518600,VRY,air
SMG_40000001000_@2@2@air,41143#459312#874446,SMG,air
AC1_40000001000_@2@2@water,25101#285306#486818#749957#982772,AC1,water
GYR_40000001000_@2@2@water,27321#310537#529869#816279#1069683,GYR,water
CTB_40000001000_@2@2@water,62665#712261#1215332#1872255#2453473,CTB,water
CTR_40000001000_@2@2@water,62187#706827#1206060#1857971#2434755,CTR,water
CV1_40000001000_@2@2@water,34680#394177#672585#1036137#1357792,CV1,water
VRY_40000001000_@2@2@water,34989#397693#678584#1045378#1369903,VRY,water
PRS_40000001000_@2@2@water,1283#14583#24883#38333#50233,PRS,water
SMG_40000001000_@2@2@water,58891#669374#1142153#1759520#2305741,SMG,water
WTF_40000001000_@2@2@water,1283#14583#24883#38333#50233,WTF,water
AC1_40000001000_@2@3@air,32094#188612#403357,AC1,air
GYR_40000001000_@2@3@air,35081#206165#440897,GYR,air
CTB_40000001000_@2@3@air,80243#471584#1008510,CTB,air
CTR_40000001000_@2@3@air,240080#569081#1020476,CTR,air
CV1_40000001000_@2@3@air,44302#260360#556796,CV1,air
VRY_40000001000_@2@3@air,44700#262700#561801,VRY,air
SMG_40000001000_@2@3@air,75374#442967#947310,SMG,air
AC1_40000001000_@2@3@water,11568#256221#483259#779778#983330,AC1,water
GYR_40000001000_@2@3@water,12580#278641#525545#848011#1069373,GYR,water
CTB_40000001000_@2@3@water,28889#639905#1206927#1947478#2455843,CTB,water
CTR_40000001000_@2@3@water,28626#634081#1195943#1929754#2433492,CTR,water
CV1_40000001000_@2@3@water,15977#353891#667475#1077027#1358172,CV1,water
VRY_40000001000_@2@3@water,16118#357021#673378#1086552#1370183,VRY,water
PRS_40000001000_@2@3@water,591#13091#24691#39841#50241,PRS,water
SMG_40000001000_@2@3@water,27117#600657#1132902#1828032#2305217,SMG,water
WTF_40000001000_@2@3@water,591#13091#24691#39841#50241,WTF,water
AC1_40000001000_@2@4@air,33157#204073#413134,AC1,air
GYR_40000001000_@2@4@air,35443#218146#441623,GYR,air
CTB_40000001000_@2@4@air,81106#499192#1010584,CTB,air
CTR_40000001000_@2@4@air,80407#494892#1001879,CTR,air
CV1_40000001000_@2@4@air,44861#276112#558971,CV1,air
VRY_40000001000_@2@4@air,45200#278200#563200,VRY,air
SMG_40000001000_@2@4@air,74876#460849#932962,SMG,air
AC1_40000001000_@2@4@water,8935#284607#509446#753836#999204,AC1,water
GYR_40000001000_@2@4@water,9723#309704#554369#820309#1087314,GYR,water
CTB_40000001000_@2@4@water,22309#710610#1271990#1882186#2494823,CTB,water
CTR_40000001000_@2@4@water,22118#704525#1261098#1866069#2473459,CTR,water
CV1_40000001000_@2@4@water,12332#392796#703103#1040394#1379034,CV1,water
VRY_40000001000_@2@4@water,12445#396400#709555#1049941#1391688,VRY,water
PRS_40000001000_@2@4@water,457#14557#26057#38557#51107,PRS,water
SMG_40000001000_@2@4@water,20975#668104#1195904#1769599#2345590,SMG,water
WTF_40000001000_@2@4@water,457#14556#26054#38552#51101,WTF,water
AC1_40000001000_@2@5@air,25995#179372#396403,AC1,air
GYR_40000001000_@2@5@air,28257#194981#430899,GYR,air
CTB_40000001000_@2@5@air,64698#446433#986596,CTB,air
CTR_40000001000_@2@5@air,64301#443695#980546,CTR,air
CV1_40000001000_@2@5@air,35778#246874#545580,CV1,air
VRY_40000001000_@2@5@air,36100#249100#550500,VRY,air
SMG_40000001000_@2@5@air,61007#420965#930314,SMG,air
AC1_40000001000_@2@5@water,48743#306779#561872#825795#1001417,AC1,water
GYR_40000001000_@2@5@water,52897#332926#609760#896177#1086767,GYR,water
CTB_40000001000_@2@5@water,121406#764109#1399482#2056848#2494278,CTB,water
CTR_40000001000_@2@5@water,120364#757556#1387479#2039207#2472884,CTR,water
CV1_40000001000_@2@5@water,67010#421748#772440#1135271#1376709,CV1,water
VRY_40000001000_@2@5@water,67710#426158#780516#1147141#1391103,VRY,water
PRS_40000001000_@2@5@water,2484#15635#28634#42084#51034,PRS,water
SMG_40000001000_@2@5@water,111826#703819#1289059#1894557#2297472,SMG,water
WTF_40000001000_@2@5@water,2485#15636#28638#42089#51040,WTF,water
AC1_40000001000_@3@1@air,35746#296297#415447,AC1,air
GYR_40000001000_@3@1@air,38854#322067#451580,GYR,air
CTB_40000001000_@3@1@air,89198#739371#1036695,CTB,air
CTR_40000001000_@3@1@air,88896#736871#1033190,CTR,air
CV1_40000001000_@3@1@air,49359#409137#573664,CV1,air
VRY_40000001000_@3@1@air,49800#412800#578800,VRY,air
SMG_40000001000_@3@1@air,83829#694869#974298,SMG,air
AC1_40000001000_@3@1@water,24101#267843#492008#762180#991239,AC1,water
GYR_40000001000_@3@1@water,26190#291067#534669#828267#1077187,GYR,water
CTB_40000001000_@3@1@water,60092#667845#1226782#1900435#2471576,CTB,water
CTR_40000001000_@3@1@water,59610#662479#1216925#1885166#2451719,CTR,water
CV1_40000001000_@3@1@water,33213#369117#678040#1050367#1366035,CV1,water
VRY_40000001000_@3@1@water,33537#372716#684652#1060609#1379355,VRY,water
PRS_40000001000_@3@1@water,1231#13681#25131#38931#50631,PRS,water
SMG_40000001000_@3@1@water,56467#627550#1152764#1785772#2322453,SMG,water
WTF_40000001000_@3@1@water,1231#13679#25128#38926#50624,WTF,water
AC1_40000001000_@3@2@air,16667#199998#379270,AC1,air
GYR_40000001000_@3@2@air,17951#215404#408487,GYR,air
CTB_40000001000_@3@2@air,41305#495652#939943,CTB,air
CTR_40000001000_@3@2@air,40924#491088#931287,CTR,air
CV1_40000001000_@3@2@air,22861#274327#520227,CV1,air
VRY_40000001000_@3@2@air,23000#276000#523400,VRY,air
SMG_40000001000_@3@2@air,38089#457066#866768,SMG,air
AC1_40000001000_@3@2@water,39736#296028#520040#751877#995452,AC1,water
GYR_40000001000_@3@2@water,43205#321873#565441#817519#1082359,GYR,water
CTB_40000001000_@3@2@water,99171#738824#1297910#1876527#2484442,CTB,water
CTR_40000001000_@3@2@water,98364#732808#1287341#1861247#2464212,CTR,water
CV1_40000001000_@3@2@water,54812#408345#717349#1037148#1373139,CV1,water
VRY_40000001000_@3@2@water,55351#412365#724411#1047359#1386658,VRY,water
PRS_40000001000_@3@2@water,2031#15131#26581#38431#50881,PRS,water
SMG_40000001000_@3@2@water,93239#694628#1220270#1764274#2335823,SMG,water
WTF_40000001000_@3@2@water,2031#15131#26581#38431#50881,WTF,water
AC1_40000001000_@3@3@air,32448#197217#384245,AC1,air
GYR_40000001000_@3@3@air,34939#212355#413738,GYR,air
CTB_40000001000_@3@3@air,80449#488960#952656,CTB,air
CTR_40000001000_@3@3@air,79709#484467#943902,CTR,air
CV1_40000001000_@3@3@air,44331#269441#524961,CV1,air
VRY_40000001000_@3@3@air,44900#272900#531700,VRY,air
SMG_40000001000_@3@3@air,74237#451207#879101,SMG,air
AC1_40000001000_@3@3@water,35045#309962#522264#735544#1007526,AC1,water
GYR_40000001000_@3@3@water,38188#337757#569097#801503#1097874,GYR,water
CTB_40000001000_@3@3@water,86721#773140#1303221#1835745#2514835,CTB,water
CTR_40000001000_@3@3@water,86895#768567#1294983#1823825#2498219,CTR,water
CV1_40000001000_@3@3@water,47905#427086#719906#1014074#1389207,CV1,water
VRY_40000001000_@3@3@water,48389#431397#727173#1024311#1403230,VRY,water
PRS_40000001000_@3@3@water,1791#15841#26692#37591#51491,PRS,water
SMG_40000001000_@3@3@water,81511#726691#1224927#1725458#2363750,SMG,water
WTF_40000001000_@3@3@water,1792#15844#26695#37597#51499,WTF,water
AC1_40000001000_@3@4@air,55469#238913#442949,AC1,air
GYR_40000001000_@3@4@air,60036#258583#479419,GYR,air
CTB_40000001000_@3@4@air,137713#593155#1099721,CTB,air
CTR_40000001000_@3@4@air,136105#586229#1086880,CTR,air
CV1_40000001000_@3@4@air,76172#328084#608275,CV1,air
VRY_40000001000_@3@4@air,76500#329500#610901,VRY,air
SMG_40000001000_@3@4@air,126999#547006#1014160,SMG,air
AC1_40000001000_@3@4@water,36127#258486#466152#729652#968664,AC1,water
GYR_40000001000_@3@4@water,39265#280941#506648#793040#1052815,GYR,water
CTB_40000001000_@3@4@water,90078#644514#1162314#1819333#2415291,CTB,water
CTR_40000001000_@3@4@water,89342#639250#1152821#1804474#2395565,CTR,water
CV1_40000001000_@3@4@water,49362#355671#641740#1004723#1333972,CV1,water
VRY_40000001000_@3@4@water,49882#359421#648505#1015315#1348035,VRY,water
PRS_40000001000_@3@4@water,1844#13194#23794#37244#49444,PRS,water
SMG_40000001000_@3@4@water,83991#605195#1091957#1709594#2269831,SMG,water
WTF_40000001000_@3@4@water,1844#13194#23794#37244#49444,WTF,water
AC1_40000001000_@3@5@air,46302#263810#449099,AC1,air
GYR_40000001000_@3@5@air,50405#287191#488893,GYR,air
CTB_40000001000_@3@5@air,115613#658723#1121373,CTB,air
CTR_40000001000_@3@5@air,114762#653874#1113118,CTR,air
CV1_40000001000_@3@5@air,63892#364035#619709,CV1,air
VRY_40000001000_@3@5@air,64500#367500#625608,VRY,air
SMG_40000001000_@3@5@air,108665#619133#1053986,SMG,air
AC1_40000001000_@3@5@water,40256#290750#513846#755534#999179,AC1,water
GYR_40000001000_@3@5@water,43818#316477#559313#822387#1087590,GYR,water
CTB_40000001000_@3@5@water,100467#725638#1282431#1885623#2493699,CTB,water
CTR_40000001000_@3@5@water,99622#719534#1271644#1869762#2472723,CTR,water
CV1_40000001000_@3@5@water,55450#400496#707802#1040716#1376327,CV1,water
VRY_40000001000_@3@5@water,56038#404741#715305#1051749#1390917,VRY,water
PRS_40000001000_@3@5@water,2057#14858#26257#38607#51057,PRS,water
SMG_40000001000_@3@5@water,94420#681963#1205244#1772130#2343608,SMG,water
WTF_40000001000_@3@5@water,2057#14858#26257#38607#51057,WTF,water
AC1_40000100000_@1@1@air,47386#221852#409026,AC1,air
GYR_40000100000_@1@1@air,51556#241373#445017,GYR,air
CTB_40000100000_@1@1@air,118488#554740#1022767,CTB,air
CTR_40000100000_@1@1@air,117397#549631#1013348,CTR,air
CV1_40000100000_@1@1@air,65333#305876#563941,CV1,air
VRY_40000100000_@1@1@air,66000#309001#569700,VRY,air
SMG_40000100000_@1@1@air,111210#520662#959939,SMG,air
AC1_40000100000_@1@1@water,37114#282648#504704#751215#986967,AC1,water
GYR_40000100000_@1@1@water,40365#307408#548916#817023#1073426,GYR,water
CTB_40000100000_@1@1@water,92578#705045#1258949#1873855#2461921,CTB,water
CTR_40000100000_@1@1@water,91848#699481#1249014#1859068#2442493,CTR,water
CV1_40000100000_@1@1@water,50665#388692#694398#1033772#1358332,CV1,water
VRY_40000100000_@1@1@water,51714#393836#703245#1046730#1375222,VRY,water
PRS_40000100000_@1@1@water,1897#14447#25797#38397#50448,PRS,water
SMG_40000100000_@1@1@water,87031#662802#1183518#1761582#2314413,SMG,water
WTF_40000100000_@1@1@water,1896#14434#25773#38361#50400,WTF,water
AC1_40000100000_@1@2@air,17164#176640#373447,AC1,air
GYR_40000100000_@1@2@air,18723#192687#407372,GYR,air
CTB_40000100000_@1@2@air,42975#442282#935058,CTB,air
CTR_40000100000_@1@2@air,42606#438483#927027,CTR,air
CV1_40000100000_@1@2@air,23704#243954#515760,CV1,air
VRY_40000100000_@1@2@air,24000#247000#522200,VRY,air
SMG_40000100000_@1@2@air,40334#415095#877581,SMG,air
AC1_40000100000_@1@2@water,32415#294546#514620#765014#989978,AC1,water
GYR_40000100000_@1@2@water,35280#320586#560114#832645#1077496,GYR,water
CTB_40000100000_@1@2@water,80979#735845#1285638#1911181#2473193,CTB,water
CTR_40000100000_@1@2@water,80337#730007#1275439#1896020#2453572,CTR,water
CV1_40000100000_@1@2@water,44724#406397#710040#1055518#1365909,CV1,water
VRY_40000100000_@1@2@water,45192#410650#717471#1066565#1380204,VRY,water
PRS_40000100000_@1@2@water,1657#15057#26307#39107#50607,PRS,water
SMG_40000100000_@1@2@water,76092#691438#1208054#1795847#2323943,SMG,water
WTF_40000100000_@1@2@water,1657#15057#26307#39107#50607,WTF,water
AC1_40000100000_@1@3@air,39384#213702#404950,AC1,air
GYR_40000100000_@1@3@air,42781#232139#439886,GYR,air
CTB_40000100000_@1@3@air,98217#532947#1009898,CTB,air
CTR_40000100000_@1@3@air,97619#529700#1003744,CTR,air
CV1_40000100000_@1@3@air,54325#294780#558587,CV1,air
VRY_40000100000_@1@3@air,54900#297900#564501,VRY,air
SMG_40000100000_@1@3@air,92298#500828#949033,SMG,air
AC1_40000100000_@1@3@water,37099#290358#515259#770473#996353,AC1,water
GYR_40000100000_@1@3@water,40409#316264#561231#839216#1085248,GYR,water
CTB_40000100000_@1@3@water,92628#724959#1286489#1923703#2487674,CTB,water
CTR_40000100000_@1@3@water,91873#719045#1275993#1908008#2467378,CTR,water
CV1_40000100000_@1@3@water,51208#400777#711206#1063475#1375253,CV1,water
VRY_40000100000_@1@3@water,51715#404746#718248#1074005#1388870,VRY,water
PRS_40000100000_@1@3@water,1897#14847#26347#39397#50947,PRS,water
SMG_40000100000_@1@3@water,87054#681328#1209061#1807924#2337953,SMG,water
WTF_40000100000_@1@3@water,1897#14847#26347#39397#50947,WTF,water
AC1_40000100000_@1@4@air,30403#204642#391572,AC1,air
GYR_40000100000_@1@4@air,33092#222743#426209,GYR,air
CTB_40000100000_@1@4@air,75869#510680#977162,CTB,air
CTR_40000100000_@1@4@air,75152#505854#967928,CTR,air
CV1_40000100000_@1@4@air,41552#282003#539969,CV1,air
VRY_40000100000_@1@4@air,42400#285400#546100,VRY,air
SMG_40000100000_@1@4@air,71351#480271#918976,SMG,air
AC1_40000100000_@1@4@water,18347#270663#491683#741065#966975,AC1,water
GYR_40000100000_@1@4@water,19981#294771#535478#807072#1053105,GYR,water
CTB_40000100000_@1@4@water,45827#676058#1228121#1851025#2415302,CTB,water
CTR_40000100000_@1@4@water,45441#670365#1217780#1835438#2394963,CTR,water
CV1_40000100000_@1@4@water,25312#373406#678326#1022373#1334039,CV1,water
VRY_40000100000_@1@4@water,25560#377071#684983#1032407#1347132,VRY,water
PRS_40000100000_@1@4@water,938#13838#25138#37888#49438,PRS,water
SMG_40000100000_@1@4@water,43075#635465#1154380#1739881#2270276,SMG,water
WTF_40000100000_@1@4@water,938#13838#25138#37888#49438,WTF,water
AC1_40000100000_@1@5@air,36689#191688#376622,AC1,air
GYR_40000100000_@1@5@air,40185#209956#412513,GYR,air
CTB_40000100000_@1@5@air,92483#483202#949376,CTB,air
CTR_40000100000_@1@5@air,91362#477347#937873,CTR,air
CV1_40000100000_@1@5@air,50888#265879#522390,CV1,air
VRY_40000100000_@1@5@air,51600#269600#529700,VRY,air
SMG_40000100000_@1@5@air,86685#452912#889865,SMG,air
AC1_40000100000_@1@5@water,19900#258622#489516#726281#967937,AC1,water
GYR_40000100000_@1@5@water,21661#281507#532833#790548#1053588,GYR,water
CTB_40000100000_@1@5@water,49653#645290#1221397#1812152#2415112,CTB,water
CTR_40000100000_@1@5@water,49229#639777#1210962#1796669#2394477,CTR,water
CV1_40000100000_@1@5@water,27409#356200#674212#1000309#1333143,CV1,water
VRY_40000100000_@1@5@water,27699#359978#681363#1010918#1347282,VRY,water
PRS_40000100000_@1@5@water,1017#13217#25017#37117#49467,PRS,water
SMG_40000100000_@1@5@water,46670#606522#1148019#1703282#2270018,SMG,water
WTF_40000100000_@1@5@water,1017#13217#25017#37117#49467,WTF,water
AC1_40000100000_@2@1@air,13939#202902#380369,AC1,air
GYR_40000100000_@2@1@air,15155#220594#413536,GYR,air
CTB_40000100000_@2@1@air,34737#505646#947906,CTB,air
CTR_40000100000_@2@1@air,34459#501598#940319,CTR,air
CV1_40000100000_@2@1@air,19183#279240#523476,CV1,air
VRY_40000100000_@2@1@air,19400#282401#529400,VRY,air
SMG_40000100000_@2@1@air,32667#475517#891425,SMG,air
AC1_40000100000_@2@1@water,43909#290453#518408#763973#1008561,AC1,water
GYR_40000100000_@2@1@water,47807#316240#564434#831801#1098104,GYR,water
CTB_40000100000_@2@1@water,109556#724710#1293483#1906195#2516467,CTB,water
CTR_40000100000_@2@1@water,108619#718510#1282416#1889886#2494937,CTR,water
CV1_40000100000_@2@1@water,60483#400090#714092#1052352#1389264,CV1,water
VRY_40000100000_@2@1@water,61123#404327#721655#1063497#1403977,VRY,water
PRS_40000100000_@2@1@water,2244#14844#26495#39044#51544,PRS,water
SMG_40000100000_@2@1@water,102961#681084#1215619#1791448#2364982,SMG,water
WTF_40000100000_@2@1@water,2244#14840#26487#39034#51530,WTF,water
AC1_40000100000_@2@2@air,42004#210065#400414,AC1,air
GYR_40000100000_@2@2@air,45199#227402#433767,GYR,air
CTB_40000100000_@2@2@air,104103#523757#999065,CTB,air
CTR_40000100000_@2@2@air,102505#515714#983722,CTR,air
CV1_40000100000_@2@2@air,57282#288190#549720,CV1,air
VRY_40000100000_@2@2@air,57800#290800#554700,VRY,air
SMG_40000100000_@2@2@air,97627#491171#936907,SMG,air
AC1_40000100000_@2@2@water,13110#256722#496419#727312#973858,AC1,water
GYR_40000100000_@2@2@water,14255#279131#539753#790800#1058868,GYR,water
CTB_40000100000_@2@2@water,32729#640887#1239275#1815682#2431167,CTB,water
CTR_40000100000_@2@2@water,32435#635145#1228173#1799416#2409388,CTR,water
CV1_40000100000_@2@2@water,18089#354220#684951#1003532#1343713,CV1,water
VRY_40000100000_@2@2@water,18267#357705#691691#1013407#1356934,VRY,water
PRS_40000100000_@2@2@water,670#13120#25370#37170#49770,PRS,water
SMG_40000100000_@2@2@water,30750#602142#1164355#1705915#2284191,SMG,water
WTF_40000100000_@2@2@water,670#13115#25360#37155#49750,WTF,water
AC1_40000100000_@2@3@air,20467#179995#377795,AC1,air
GYR_40000100000_@2@3@air,22232#195524#410389,GYR,air
CTB_40000100000_@2@3@air,51207#450349#945250,CTB,air
CTR_40000100000_@2@3@air,50764#446451#937068,CTR,air
CV1_40000100000_@2@3@air,27929#248778#522611,CV1,air
VRY_40000100000_@2@3@air,28200#251200#527700,VRY,air
SMG_40000100000_@2@3@air,48080#422847#887525,SMG,air
AC1_40000100000_@2@3@water,14685#258132#484957#727426#969894,AC1,water
GYR_40000100000_@2@3@water,15660#280900#528032#792207#1056382,GYR,water
CTB_40000100000_@2@3@water,35915#644240#1211033#1816915#2422797,CTB,water
CTR_40000100000_@2@3@water,35594#638469#1200185#1800639#2401094,CTR,water
CV1_40000100000_@2@3@water,19823#355568#668390#1002787#1337184,CV1,water
VRY_40000100000_@2@3@water,20024#359187#675195#1012996#1350797,VRY,water
PRS_40000100000_@2@3@water,751#13201#24801#37201#49601,PRS,water
SMG_40000100000_@2@3@water,33749#605386#1137996#1707337#2276678,SMG,water
WTF_40000100000_@2@3@water,736#13186#24786#37186#49586,WTF,water
AC1_40000100000_@2@4@air,19463#186799#370150,AC1,air
GYR_40000100000_@2@4@air,21203#203494#403232,GYR,air
CTB_40000100000_@2@4@air,48633#466768#924921,CTB,air
CTR_40000100000_@2@4@air,48278#463359#918166,CTR,air
CV1_40000100000_@2@4@air,26847#257666#510577,CV1,air
VRY_40000100000_@2@4@air,27100#260100#515400,VRY,air
SMG_40000100000_@2@4@air,45644#438077#868069,SMG,air
AC1_40000100000_@2@4@water,39234#285913#504205#767525#1007352,AC1,water
GYR_40000100000_@2@4@water,42393#310935#548574#835232#1096315,GYR,water
CTB_40000100000_@2@4@water,97148#712547#1257126#1914040#2512344,CTB,water
CTR_40000100000_@2@4@water,96265#706071#1245700#1896644#2489511,CTR,water
CV1_40000100000_@2@4@water,53662#393594#694406#1057269#1387758,CV1,water
VRY_40000100000_@2@4@water,54170#397315#700971#1067265#1400879,VRY,water
PRS_40000100000_@2@4@water,2004#14604#25755#39204#51455,PRS,water
